,emotions,emotions_label,sentence,copy_sentence,word_count,AGE,SEX,COUN,sentence_ut
2374,1.0,fear,"['i', 'wa', 'visiting', 'my', 'parent', 'in', 'law', 'when', 'the', 'house', 'wa', 'invaded', 'by', 'three', 'strange', 'men', 'and', 'they', 'committed', 'an', 'armed', 'assault']","I was visiting my parents in law when the house was invaded by ÌÁ three strange men, and they committed an armed assault.",22,30.0,1.0,10.0,i wa visiting my parent in law when the house wa invaded by three strange men and they committed an armed assault
2375,2.0,anger,"['nearby', 'the', 'end', 'of', 'the', 'year', 'my', 'wife', 'and', 'i', 'were', 'having', 'a', 'car', 'ride', 'when', 'it', 'appears', 'another', 'vehicle', 'driven', 'by', 'a', 'drunk', 'driver', 'and', 'provokes', 'an', 'accident']","Nearby the end of the year my wife and I were having a car ride, ÌÁ when it appears another vehicle, driven by a drunk driver and ÌÁ provokes an accident.",29,30.0,1.0,10.0,nearby the end of the year my wife and i were having a car ride when it appears another vehicle driven by a drunk driver and provokes an accident
2376,0.0,joy,"['to', 'have', 'a', 'friend', 'who', 'i', 'didnt', 'see', 'for', 'month', 'and', 'under', 'the', 'circumstance', 'that', 'i', 'met', 'him', 'made', 'me', 'feel', 'happy', 'and', 'perhaps', 'because', 'it', 'ha', 'been', 'one', 'of', 'the', 'good', 'thing', 'that', 'i', 'learned', 'with', 'this', 'friend']","To have a friend who I didn't see for months, and under the ÌÁ circumstances that I met him made me feel happy, and perhaps ÌÁ because it has been one of the good things that I learned with ÌÁ this friend.",39,24.0,2.0,10.0,to have a friend who i didnt see for month and under the circumstance that i met him made me feel happy and perhaps because it ha been one of the good thing that i learned with this friend
2378,2.0,anger,"['the', 'fact', 'that', 'i', 'hadnt', 'been', 'informed', 'about', 'something', 'and', 'i', 'had', 'the', 'greatest', 'trust', 'in', 'this', 'person']",The fact that I hadn't been informed about something and I had the ÌÁ greatest trust in this person.,18,24.0,2.0,10.0,the fact that i hadnt been informed about something and i had the greatest trust in this person
2379,3.0,sadness,"['a', 'friend', 'of', 'mine', 'lent', 'me', 'his', 'apartment', 'for', 'holiday', 'and', 'besides', 'this', 'he', 'wa', 'a', 'fine', 'person', 'month', 'later', 'i', 'knew', 'that', 'he', 'died', 'tragically', 'in', 'a', 'moto', 'accident', 'he', 'wa', 'very', 'young', 'and', 'i', 'felt', 'sad', 'and', 'couldnt', 'believe', 'it', 'until', 'today']","A friend of mine lent me his apartment for holidays and besides ÌÁ this he was a fine person. Months later I knew that he died ÌÁ tragically in a moto accident. He was very young, and I felt sad ÌÁ and couldn't believe it (until today).",44,24.0,2.0,10.0,a friend of mine lent me his apartment for holiday and besides this he wa a fine person month later i knew that he died tragically in a moto accident he wa very young and i felt sad and couldnt believe it until today
2380,4.0,disgust,"['in', 'contact', 'with', 'a', 'poor', 'family', 'of', 'northeast', 'it', 'wa', 'offered', 'to', 'me', 'a', 'crab', 'to', 'eat', 'at', 'my', 'request', 'but', 'the', 'fact', 'that', 'this', 'crab', 'wa', 'prepared', 'antihygienically', 'and', 'his', 'appearence', 'wa', 'also', 'antihygienically', 'it', 'caused', 'me', 'disgust', 'but', 'i', 'ate', 'it', 'anyway']",In contact with a poor family of northeast it was offered to me a ÌÁ crab to eat at my request. But the fact that this crab was ÌÁ prepared antihygienically and his appearence was also ÌÁ antihygienically it caused me disgust but I ate it anyway.,44,24.0,2.0,10.0,in contact with a poor family of northeast it wa offered to me a crab to eat at my request but the fact that this crab wa prepared antihygienically and his appearence wa also antihygienically it caused me disgust but i ate it anyway
2383,0.0,joy,"['when', 'after', 'a', 'long', 'time', 'of', 'searching', 'i', 'got', 'my', 'first', 'job']","When, after a long time of searching I got my first job.",12,22.0,2.0,10.0,when after a long time of searching i got my first job
2384,1.0,fear,"['after', 'some', 'time', 'of', 'work', 'i', 'wa', 'transferred', 'to', 'another', 'place', 'and', 'in', 'an', 'other', 'quite', 'harder', 'job']",After some time of work I was transferred to another place and in ÌÁ an other quite harder job.,18,22.0,2.0,10.0,after some time of work i wa transferred to another place and in an other quite harder job
2385,2.0,anger,"['when', 'i', 'used', 'to', 'go', 'to', 'my', 'chief', 'asking', 'about', 'any', 'doubt', 'about', 'the', 'job', 'and', 'he', 'didnt', 'care', 'didnt', 'answer', 'me', 'leaving', 'me', 'speaking', 'alone']","When I used to go to my chief asking about any doubt about the job ÌÁ and he didn't care, didn't answer me, leaving me speaking alone.",26,22.0,2.0,10.0,when i used to go to my chief asking about any doubt about the job and he didnt care didnt answer me leaving me speaking alone
2386,3.0,sadness,"['when', 'i', 'knew', 'that', 'a', 'person', 'that', 'i', 'liked', 'very', 'much', 'didnt', 'react', 'the', 'way', 'i', 'would', 'like', 'to', 'even', 'that', 'i', 'knew', 'about', 'his', 'feeling', 'for', 'me']","When I knew that a person that I liked very much didn't react the ÌÁ way I would like to, even that I knew about his feelings for me.",28,22.0,2.0,10.0,when i knew that a person that i liked very much didnt react the way i would like to even that i knew about his feeling for me
2387,4.0,disgust,"['when', 'i', 'knew', 'that', 'a', 'person', 'who', 'i', 'didnt', 'like', 'had', 'about', 'me', 'other', 'feeling']","When I knew that a person who I didn't like, had about me other ÌÁ feelings.",15,22.0,2.0,10.0,when i knew that a person who i didnt like had about me other feeling
2390,0.0,joy,"['when', 'a', 'person', 'that', 'i', 'like', 'very', 'much', 'got', 'near', 'to', 'me']",When a person that I like very much got near to me.,12,20.0,2.0,10.0,when a person that i like very much got near to me
2391,1.0,fear,"['i', 'wa', 'at', 'home', 'alone', 'and', 'heard', 'noise', 'on', 'the', 'roof', 'and', 'doorknob', 'and', 'drawer']","I was at home alone, and heard noises on the roof, and doorknobs, ÌÁ and drawers.",15,20.0,2.0,10.0,i wa at home alone and heard noise on the roof and doorknob and drawer
2392,2.0,anger,"['when', 'a', 'person', 'is', 'privileged', 'in', 'account', 'of', 'situation', 'that', 'are', 'unjust', 'and', 'disloyal', 'to', 'colleague', 'and', 'friend']","When a person is privileged in account of situations that are ÌÁ unjust, and disloyal to colleagues and friends.",18,20.0,2.0,10.0,when a person is privileged in account of situation that are unjust and disloyal to colleague and friend
2393,3.0,sadness,"['when', 'i', 'wa', 'betrayed', 'by', 'a', 'friend', 'and', 'decided', 'to', 'stay', 'apart', 'form', 'her']","When I was betrayed by a friend, and decided to stay apart form ÌÁ her.",14,20.0,2.0,10.0,when i wa betrayed by a friend and decided to stay apart form her
2394,4.0,disgust,"['after', 'a', 'serie', 'of', 'fact', 'that', 'occurred', 'between', 'a', 'colleague', 'and', 'me', 'i', 'started', 'to', 'feel', 'a', 'certain', 'necessity', 'to', 'get', 'apart', 'and', 'i', 'didnt', 'want', 'to', 'see', 'her', 'anymore']",After a serie of facts that occurred between a colleague and me I ÌÁ started to feel a certain necessity to get apart and I didn't want ÌÁ to see her anymore.,30,20.0,2.0,10.0,after a serie of fact that occurred between a colleague and me i started to feel a certain necessity to get apart and i didnt want to see her anymore
2397,0.0,joy,"['i', 'made', 'the', 'college', 'entrance', 'examination', 'for', 'puc', 'it', 'wa', 'what', 'i', 'wanted', 'more', 'when', 'the', 'first', 'list', 'came', 'out', 'i', 'got', 'frustrated', 'i', 'wasnt', 'in', 'when', 'the', 'second', 'list', 'came', 'out', 'without', 'hope', 'i', 'started', 'to', 'read', 'the', 'newspaper', 'and', 'my', 'name', 'wa', 'thre', 'i', 'wa', 'in', 'the', 'bus', 'and', 'felt', 'like', 'cry', 'so', 'that', 'everybody', 'could', 'hear', 'me', 'the', 'cry', 'wa', 'hold', 'and', '1982', 'became', 'forever', 'a', 'mask', 'in', 'my', 'life']","I made the college entrance examinations for P.U.C. It was what I ÌÁ wanted more. When the first list came out I got frustrated. I ÌÁ wasn't in. When the second list came out without hopes I started ÌÁ to read the newspaper and my name was thre. I was in the bus and ÌÁ felt like crying so that everybody could hear me. The cry was hold, ÌÁ and 1982 became forever a mask in my life.",73,31.0,2.0,10.0,i made the college entrance examination for puc it wa what i wanted more when the first list came out i got frustrated i wasnt in when the second list came out without hope i started to read the newspaper and my name wa thre i wa in the bus and felt like cry so that everybody could hear me the cry wa hold and 1982 became forever a mask in my life
2398,1.0,fear,"['i', 'remember', 'when', 'i', 'wa', 'a', 'child', 'of', 'a', 'storm', 'that', 'made', 'me', 'terribly', 'afraid', 'i', 'thought', 'that', 'the', 'house', 'wa', 'coming', 'down', 'and', 'that', 'in', 'the', 'next', 'day', 'i', 'would', 'be', 'dead', 'everybody', 'wa', 'awake', 'and', 'i', 'stayed', 'all', 'night', 'in', 'bed', 'without', 'falling', 'asleep']",I remember when I was a child of a storm that made me terribly ÌÁ afraid. I thought that the house was coming down and that in the ÌÁ next day I would be dead. Everybody was awake and I stayed all ÌÁ night in bed without falling asleep.,46,31.0,2.0,10.0,i remember when i wa a child of a storm that made me terribly afraid i thought that the house wa coming down and that in the next day i would be dead everybody wa awake and i stayed all night in bed without falling asleep
2399,2.0,anger,"['once', 'in', 'my', 'work', 'it', 'happened', 'a', 'fight', 'between', 'the', 'person', 'in', 'charge', 'and', 'me', 'i', 'got', 'so', 'angry', 'and', 'spoke', 'out', 'everything', 'i', 'felt', 'at', 'the', 'moment']",Once in my work it happened a fight between the person in charge and me. I ÌÁ got so angry and spoke out everything I felt at the moment.,28,31.0,2.0,10.0,once in my work it happened a fight between the person in charge and me i got so angry and spoke out everything i felt at the moment
2400,3.0,sadness,"['i', 'remember', 'the', 'day', 'my', 'father', 'died', 'i', 'wa', '11', 'year', 'old', 'and', 'my', 'sadness', 'wa', 'so', 'great', 'that', 'until', 'today', 'i', 'remember', 'everything', 'about', 'that', 'day', 'from', 'the', 'clothes', 'i', 'wa', 'wearing', 'to', 'the', 'reaction', 'of', 'people', 'the', 'despair', 'of', 'my', 'mother', 'and', 'brother', 'it', 'marked', 'me', 'a', 'lot', 'and', 'wa', 'the', 'greatest', 'sadness', 'i', 'felt']","I remember the day my father died. I was 11 years old and my ÌÁ sadness was so great that until today I remember everything ÌÁ about that day, from the clothes I was wearing to the reactions of people, ÌÁ the despair of my mother and brother. It marked me a lot and was ÌÁ the greatest sadness I felt.",57,31.0,2.0,10.0,i remember the day my father died i wa 11 year old and my sadness wa so great that until today i remember everything about that day from the clothes i wa wearing to the reaction of people the despair of my mother and brother it marked me a lot and wa the greatest sadness i felt
2401,4.0,disgust,"['i', 'wa', 'sitting', 'in', 'school', 'waiting', 'for', 'my', 'sister', 'to', 'go', 'home', 'suddenly', 'a', 'boy', 'put', 'fire', 'in', 'a', 'paper', 'and', 'threw', 'it', 'were', 'i', 'wa', 'sitting', 'the', 'paper', 'didnt', 'get', 'me', 'but', 'i', 'felt', 'terribly', 'disgusted', 'at', 'this', 'cowardliness', 'and', 'irresponsibility', 'that', 'caused', 'a', 'great', 'discussion', 'we', 'went', 'to', 'the', 'director', 'and', 'he', 'drunk', 'a', 'always', 'said', 'that', 'i', 'wa', 'attention', 'in', 'school', 'i', 'felt', 'disgust', 'of', 'this', 'situation', 'and', 'of', 'the', 'person', 'implicated', 'in', 'it']","I was sitting in school, waiting for my sister to go home. Suddenly a ÌÁ boy put fire in a paper and threw it were I was sitting. The ÌÁ paper didn't get me, but I felt terribly disgusted at this ÌÁ cowardliness and irresponsibility that caused a great ÌÁ discussion. We went to the director and he, drunk as always, said ÌÁ that I was ... attention in school. I felt disgust of this ÌÁ situation, and of the persons implicated in it.",77,31.0,2.0,10.0,i wa sitting in school waiting for my sister to go home suddenly a boy put fire in a paper and threw it were i wa sitting the paper didnt get me but i felt terribly disgusted at this cowardliness and irresponsibility that caused a great discussion we went to the director and he drunk a always said that i wa attention in school i felt disgust of this situation and of the person implicated in it
2404,0.0,joy,"['the', 'day', 'i', 'received', 'the', 'key', 'of', 'my', 'apartment', 'and', 'we', 'could', 'enter', 'in', 'it', 'for', 'my', 'fianct', 'and', 'i', 'had', 'bought', 'it', 'yet', 'in', 'plan', 'and', 'it', 'seemed', 'to', 'u', 'that', 'this', 'wa', 'almost', 'impossible', 'to', 'happen']","The day I received the key of my apartment and we could enter in ÌÁ it, for my fiancT and I had bought it yet in plans, and it seemed ÌÁ to us that this was almost impossible to happen.",38,23.0,2.0,10.0,the day i received the key of my apartment and we could enter in it for my fianct and i had bought it yet in plan and it seemed to u that this wa almost impossible to happen
2405,1.0,fear,"['i', 'had', 'a', 'driver', 'licence', 'but', 'i', 'didnt', 'drive', 'for', 'a', 'long', 'time', 'than', 'i', 'started', 'to', 'drive', 'again', 'and', 'had', 'to', 'get', 'into', 'hard', 'transit', 'and', 'highway']","I had a driver licence but I didn't drive for a long time, than I ÌÁ started to drive again, and had to get into hard transit and ÌÁ highways.",28,23.0,2.0,10.0,i had a driver licence but i didnt drive for a long time than i started to drive again and had to get into hard transit and highway
